title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,publishAt,rating,reviewContext/Meal type,reviewContext/Parking space,reviewContext/Parking type options,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11
OTF Food Truck,1,,2024-04-05T10:02:03.826Z,0,,169,TRUE,,,2 weeks ago,,,,,,,,3,1,3,ChdDSUhNMG9nS0VJQ0FnSUREMkxYTC13RRAB,,,,,Google,,115377891065727888720,,,,,,,,,,,
OTF Food Truck,5,"Awesome Food.
Try Everything, You cant' go wrong!
So proud of these long time, local (Gaston County) business owners for sharing their amazing menu with Charlotte and beyond.",2024-02-26T14:35:25.893Z,1,,4,FALSE,2024-02-27T00:15:59.757Z,,a month ago,,,,,,,,5,5,5,ChRDSUhNMG9nS0VJQ0FnSURkdlpsehAB,,,,,Google,,115803668728200899222,,,,,,,,,,,
OTF Food Truck,1,"We experienced racism with this food truck. My sister and I were excited to try this place because we’d heard about it. We walked over and stood at the truck, looked at the menu for about five minutes. The two workers came over to the window, looked at us, did not speak to us and walked away. Didn’t acknowledge us at all. We’re two black women, so it felt like blatant racism. We got back into our car and watched a white woman come up the truck a few minutes later and she was greeted right away! Disappointed but not surprised. Took our money elsewhere. I might make a TikTok about it to warn others.",2024-02-24T22:46:30.297Z,0,,17,FALSE,2024-02-25T18:11:32.731Z,,a month ago,,Dinner,,,$1–10,,Take out,1,1,1,ChdDSUhNMG9nS0VJQ0FnSURkcVllQnNnRRAB,,,,,Google,,107734329951167455674,,,,,,,,,,,
OTF Food Truck,5,Wife and I had the hulk and it was incredible.  Would definitely recommend!  The people running it are awesome and clearly huge LOTR and Star wars fans which we love.  Can't wait to run into y'all in again.  It was a blast while at the botanical gardens.,2023-12-22T14:17:15.517Z,0,,1,FALSE,2023-12-27T00:06:34.492Z,,4 months ago,,Dinner,,,$10–20,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUMxLU5yeEdREAE,,,,,Google,,112204189517234577050,,,,,,,,,,,
OTF Food Truck,5,"We just had this food at Birdsong and it was amazing! Next time I see this truck I will absolutely be getting dinner again!!!
10/10",2023-11-09T23:08:52.954Z,0,,2,FALSE,2023-11-10T14:15:50.465Z,,5 months ago,,Dinner,,,$10–20,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURGazRYNDFnRRAB,,,,,Google,,112983308146262962955,,,,,,,,,,,
OTF Food Truck,5,The food was amazing! Had a Marty chicken sandwich and loved every bite,2023-08-02T17:43:02.520Z,1,,20,FALSE,2023-09-06T23:28:01.445Z,,8 months ago,,Lunch,,,$10–20,,,,5,5,ChdDSUhNMG9nS0VJQ0FnSUNweHAzQ3JBRRAB,,,,,Google,,115889027814669304242,,,,,,,,,,,
OTF Food Truck,5,Ordered the pippin. Most amazing thing I have ever eaten from a food truck. Big enough for my husband and I to split,2023-06-24T19:15:37.282Z,1,,37,FALSE,2023-09-06T23:26:28.871Z,,10 months ago,,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNKeXJpendnRRAB,,,,,Google,,117608288286157121706,,,,,,,,,,,
OTF Food Truck,5,,2023-06-21T17:07:09.027Z,0,,9,FALSE,,,10 months ago,,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNKMU1XV0VBEAE,,,,,Google,,102699540727110824097,,,,,,,,,,,
OTF Food Truck,5,,2023-05-30T18:06:18.439Z,0,,3,FALSE,,,10 months ago,,Lunch,,,$10–20,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUR4a0xUamdBRRAB,,,,,Google,,108912689401337119926,,,,,,,,,,,
OTF Food Truck,5,The Hulk is friggin' delicious.  Can not think of a single thing that would make my OTF experience better.,2023-02-23T04:24:38.935Z,1,,3,FALSE,,,a year ago,,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNodTVUOFJREAE,,,,,Google,,116429661571684848450,,,,,,,,,,,
OTF Food Truck,5,There food is the best in mount holly.  And the servicevis amazing too,2023-02-17T03:58:47.965Z,0,,25,TRUE,,,a year ago,,Dinner,,,$10–20,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUNodVpqcnFnRRAB,,,,,Google,,102519410165024373731,,,,,,,,,,,
OTF Food Truck,5,This place is great!  Awesome service and fantastic sammiches.  Highly recommend. Will be coming here more often. Thank you,2022-05-06T17:27:35.491Z,0,,111,TRUE,2022-05-06T19:02:02.796Z,,a year ago,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQyeE9mTGpBRRAB,,,,,Google,,102698182444017759779,,,,,,,,,,,
OTF Food Truck,5,Best Sammiches in town!! A must try!!,2022-04-02T14:13:13.613Z,0,,13,FALSE,2022-04-04T16:01:42.219Z,,2 years ago,,Lunch,,,$1–10,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSURXbzhDZGxBRRAB,,,,,Google,,110219220551374898690,,,,,,,,,,,
OTF Food Truck,5,I've mistakenly neglected this place. Lunch sandwich was delicious. Will be ordering again.,2022-03-16T18:06:18.496Z,0,,39,TRUE,2022-03-16T18:42:38.740Z,,2 years ago,,Lunch,,,$10–20,,Delivery,,,,ChZDSUhNMG9nS0VJQ0FnSURXOU9xM0R3EAE,,,,,Google,,100041715974766035182,,,,,,,,,,,
OTF Food Truck,5,"I just moved to the mount holly area and a local barista suggest this place! one day while working from home when I didn’t feel like cooking, I ordered the Banshie (no horseradish) with some chips and a drink. Not only did they deliver it, but it was SUPER fast, correct, and ABSOLUTELY INCREDIBLE!!! I felt bad for the woman that delivered it because my dogs were going crazy at the door but she was so sweet! The quality of the ingredients is obvious and the service is great!! five stars!!! cant wait to try the rest of the menu!",2021-11-18T17:39:44.341Z,2,,6,FALSE,2021-11-18T17:53:30.667Z,,2 years ago,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURHcE55MXlnRRAB,https://lh5.googleusercontent.com/p/AF1QipPm5spBsThArglzhTJ8KHzkjfePXjn05fgzq-8i=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipP5piEZAMhfDvu9AaZjvszaQiawZ5XrtxbCvUGI=w150-h150-k-no-p,,,Google,,109111936183869264140,,,,,,,,,,,
McDonald's,2,"Wendover

Zero Stars on Customer Service.   Self service with a call out, like cattle for your food.  Zero Stars for Atmosphere.   ALL tables were dirty.  Seats completely worn out.  Food was fresh.",2024-04-07T23:52:01.336Z,1,,88,FALSE,,,2 weeks ago,,Lunch,Plenty of parking,,$10–20,,Dine in,1,5,1,ChdDSUhNMG9nS0VJQ0FnSUNRNmRQWjNnRRAB,https://lh5.googleusercontent.com/p/AF1QipN36pd7sXKBjzLmmOhdcFUJbQ-vWl0hmJ8tgcU=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipN_zWyL675vDwgJVd3G3RItgQkwL4HmtMEy8WY=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipOeOh_NsNA61d89DHtLpaBI10uSBru5J7VNKAI=w150-h150-k-no-p,,Google,,108567566397419671355,,,,,,,,,,,
McDonald's,1,Bad service... This is the new slow food not fast food,2024-04-03T11:55:12.043Z,0,,3,FALSE,,,3 weeks ago,,Dinner,,,$1–10,,Take out,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNEejQycmFnEAE,,,,,Google,,104495764791577898374,,,,,,,,,,,
McDonald's,1,The young drive thur cashier has a very poor attitude.  I canceled my order and will NOT return to this location.,2024-04-03T09:46:07.178Z,0,,4,FALSE,,,3 weeks ago,,Breakfast,,,$1–10,,Take out,2,,1,ChdDSUhNMG9nS0VJQ0FnSUNEai12TnB3RRAB,,,,,Google,,104328610387388319781,,,,,,,,,,,
McDonald's,3,,2024-04-02T19:29:05.200Z,0,,3,FALSE,,,3 weeks ago,,Lunch,,,,,,,3,,ChdDSUhNMG9nS0VJQ0FnSUNENV9uRXN3RRAB,,,,,Google,,117001219303019348533,,,,,,,,,,,
McDonald's,1,,2024-03-31T14:09:49.075Z,0,,288,TRUE,,,3 weeks ago,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURCck9xcGVnEAE,https://lh5.googleusercontent.com/p/AF1QipMQSdijZkF7qZt2F-mcdKqcnLHXZNlQJunAtbnt=w150-h150-k-no-p,,,,Google,,114336128256101442146,,,,,,,,,,,
McDonald's,5,,2024-03-31T14:08:21.206Z,0,,,FALSE,,,3 weeks ago,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNEbllQNjJnRRAB,,,,,Google,,105840351505068355595,,,,,,,,,,,
McDonald's,4,,2024-03-28T23:14:39.549Z,0,,1,FALSE,,,3 weeks ago,,Lunch,,,$1–10,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSUNEZ1lxYW9RRRAB,,,,,Google,,109640555275656727267,,,,,,,,,,,
McDonald's,5,,2024-03-27T12:04:21.304Z,0,,30,FALSE,,,4 weeks ago,,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNELXMtczNBRRAB,,,,,Google,,105671828368486857726,,,,,,,,,,,
McDonald's,4,It's the USUAL MICKY D's restaurant nothing more nothing less.🤔🤨😉👍,2024-03-26T14:47:43.549Z,0,,100,FALSE,,,4 weeks ago,,Brunch,,,$1–10,,Take out,4,4,4,ChZDSUhNMG9nS0VJQ0FnSUNEOHNEWmNREAE,,,,,Google,,107398701516486875265,,,,,,,,,,,
McDonald's,1,,2024-03-25T00:49:06.248Z,0,,23,TRUE,,,4 weeks ago,,Dinner,,,$10–20,,Take out,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNEdEtHZWV3EAE,,,,,Google,,109903096616613039558,,,,,,,,,,,
McDonald's,1,"Staff was everywhere but no one was attentive - lines were long -
One register -27 min wait!",2024-03-13T00:10:09.644Z,0,,96,TRUE,,,a month ago,,,,,$10–20,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQ5MktEQS1BRRAB,,,,,Google,,110850631088863783278,,,,,,,,,,,
McDonald's,5,,2024-03-06T17:48:32.814Z,0,,14,TRUE,,,a month ago,,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUM5c2R2WVpnEAE,,,,,Google,,116152513604297574097,,,,,,,,,,,
McDonald's,1,"I ordered an order, I didn't get half of the order, they gave me a parting McFlury, they didn't give me a spoonful of napkins",2024-03-05T22:48:14.966Z,0,,2,FALSE,,,a month ago,,,,,,,,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUM5N3RQN1lnEAE,,,,,Google,,116280323813372183601,,,,,,,,,,,
McDonald's,1,Forgot hashbrowns again. Stay at window until you are positive you have everything you paid for,2024-03-04T12:20:59.810Z,0,,7,FALSE,,,a month ago,,Breakfast,,,$10–20,,Delivery,1,1,1,ChdDSUhNMG9nS0VJQ0FnSUM5MnZyRDNnRRAB,,,,,Google,,100425885844845715247,,,,,,,,,,,
McDonald's,2,,2024-03-03T22:03:11.499Z,0,,14,FALSE,,,a month ago,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM5N05qX1dREAE,,,,,Google,,107525295124437609414,,,,,,,,,,,
Shun Lee Palace,4,,2024-04-07T04:51:53.756Z,0,,73,TRUE,,,2 weeks ago,,Lunch,Plenty of parking,,$10–20,,Dine in,5,4,5,ChZDSUhNMG9nS0VJQ0FnSUREZ3BXd093EAE,,,,,Google,,115668039274839891961,,,,,,,,,,,
Shun Lee Palace,5,Shun Lee is my family’s go-to for Chinese food in Charlotte. I’m not sure if the restaurant is open for dine in at this time but the take out is always fantastic.,2024-04-06T20:55:03.415Z,0,,18,FALSE,,,2 weeks ago,,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREM003cE93EAE,,,,,Google,,108948651432340444957,,,,,,,,,,,
Shun Lee Palace,1,"This is the third time I have specifically requested spicy mustard, saying I didn’t want duck or soy sauce and I haven’t received it. Just kind of silly at this point to refuse a customer request and completely avoid the condiment all together but still be willing to supply duck and soy sauce. Not sure if this was due to me making a specific request- but maybe don’t make a notes section applicable if you aren’t going to read them.",2024-03-24T23:12:02.719Z,0,,5,FALSE,,,4 weeks ago,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNEMUlfYWJBEAE,,,,,Google,,113856456876631405586,,,,,,,,,,,
Shun Lee Palace,1,The food is not good as it use to be. I want be going back no time soon,2024-03-04T16:27:40.794Z,1,,2,FALSE,,,a month ago,,Dinner,,,$10–20,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSUM5dW9YMVJREAE,,,,,Google,,101640438823015119942,,,,,,,,,,,
Shun Lee Palace,5,Shun Lee is take-out only.,2024-03-03T01:33:31.067Z,0,,23,FALSE,,,a month ago,,Dinner,,,$10–20,,Take out,,5,5,ChdDSUhNMG9nS0VJQ0FnSUM5dE55NHp3RRAB,,,,,Google,,116563006535711762206,,,,,,,,,,,
Shun Lee Palace,5,Moo Shu Shrimp is excellent! We also tried their steak and mushrooms lunch special which is a great value and tasty.,2024-02-25T22:30:29.603Z,0,,7,TRUE,,,a month ago,,Lunch,,,$10–20,,Take out,4,4,5,ChdDSUhNMG9nS0VJQ0FnSURkdGRXRWtBRRAB,,,,,Google,,116572094275985617982,,,,,,,,,,,
Shun Lee Palace,5,Awesome food,2024-02-06T20:17:57.481Z,0,,252,TRUE,,,2 months ago,,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUR0MC1hQVhREAE,,,,,Google,,109559251715063813663,,,,,,,,,,,
Shun Lee Palace,4,Great food & service. Couldn’t find where to pay for my order online.,2024-01-29T01:25:27.055Z,0,,268,FALSE,,,2 months ago,,Dinner,,,$30–50,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUN0eEtpRjRRRRAB,,,,,Google,,100390849090662056682,,,,,,,,,,,
Shun Lee Palace,5,"Ordered DoorDash. That’s why I don’t have any starts for the atmosphere,
Got the chicken lo mein and it was delicious. DoorDash people didn’t have to wait for the order, and it was still hot when it got to my door. 10/10 would reccomend. Also their spring roll was better than Panda E, which is hard to beat.",2024-01-25T22:46:13.202Z,0,,17,TRUE,,,2 months ago,,Lunch,,,$10–20,,Delivery,,5,5,ChZDSUhNMG9nS0VJQ0FnSUROODU3N2JBEAE,,,,,Google,,103981356200559448377,,,,,,,,,,,
Shun Lee Palace,5,I ordered thru the postmates app for the first time.  Food was delicious.  I will be back!!,2024-01-24T00:03:08.105Z,0,,31,TRUE,,,3 months ago,,Lunch,,,$20–30,,,,5,,ChZDSUhNMG9nS0VJQ0FnSUROMlo3cFpREAE,,,,,Google,,102640507017982250189,,,,,,,,,,,
Shun Lee Palace,5,"I’ve been coming to Shun Lee since I was a little girl! It was always one of those places my family would get excited about eating at together. We’d fight over the fried noodles even though we knew more would come. I miss being able to sit inside.
IMPORTANT PART:The food is delicious (lo mein, chicken wings, orange chicken are my go tos, plus spring rolls and miso soup).  The portion sizes are quite hefty and definitely worth the price.",2023-12-25T20:42:59.853Z,0,,20,TRUE,,,3 months ago,,Dinner,,,$10–20,,Take out,3,5,5,ChZDSUhNMG9nS0VJQ0FnSUMxZ29xUlpREAE,,,,,Google,,113332008577064631391,,,,,,,,,,,
Shun Lee Palace,1,"I recently moved to Charlotte, North Carolina a young lady said this place was pretty good so I tried it out. I have been going there for about a month or two. These people seem very unfriendly. The food is not very good and occasionally they have burnt my eggrolls. They never say thank you or even hello when you walk in the door. They are unkind, ungrateful, and really do not need the respect or the business of this community.",2023-12-10T02:17:46.057Z,3,,1,FALSE,2023-12-23T22:42:07.994Z,,4 months ago,,,,,,,,1,1,1,ChZDSUhNMG9nS0VJQ0FnSUNWbjVmS0lnEAE,,,,,Google,,118434192339482866822,,,,,,,,,,,
Shun Lee Palace,3,Got delivery from Grub hub. I ordered corn with crab soup. Don't advertise that it is crab when it is imitation crab meat and there were big hunks of it; big difference.,2023-12-09T01:35:55.675Z,1,,68,FALSE,,,4 months ago,,Dinner,,,$50–100,,Delivery,,3,,ChZDSUhNMG9nS0VJQ0FnSUNWX1lMc0V3EAE,,,,,Google,,102164170665930616275,,,,,,,,,,,
Shun Lee Palace,5,,2023-11-26T22:55:55.573Z,0,,4,FALSE,,,4 months ago,,Dinner,,,$10–20,Highly recommend,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNsaV9yRVZBEAE,,,,,Google,,111742798318536466041,,,,,,,,,,,
Shun Lee Palace,5,"From the first bite to the last, Shun Lee Palace delivers on the promise that’s embedded in their name:  To SHUN the competition and absolutLEE blow your mind with incredible Chinese food!  Highly recommend! 10/10",2023-11-20T00:59:22.430Z,0,,60,TRUE,2023-12-23T22:43:06.347Z,,5 months ago,,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNsZ1otdEdnEAE,,,,,Google,,112717222472393686953,,,,,,,,,,,
Subway,5,My Roast Beef Sandwich Was AWSOME!,2024-04-09T19:30:37.350Z,0,,26,FALSE,,,2 weeks ago,,Lunch,,,$1–10,,Take out,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUREN3Z1a1NBEAE,,,,,Google,,110195036140382542240,,,,,,,,,,,
Subway,5,This is one of the best subway in charlotte. Everything are fresh as soon as u pull up you can smell the fresh bread. Excellent service. Am always satisfied!!!!!!!,2024-02-26T13:46:39.226Z,0,,6,FALSE,,,a month ago,,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSURkdmJDM2x3RRAB,,,,,Google,,105367742028602768304,,,,,,,,,,,
Subway,5,This is one of the best subways I’ve visited! I work in the area and come here quite frequently. The food and service is always great here.,2023-12-07T18:15:04.731Z,0,,30,FALSE,,,4 months ago,,,,,,,,,,5,ChdDSUhNMG9nS0VJQ0FnSUNWMGE2aWhBRRAB,,,,,Google,,111784313414984452555,,,,,,,,,,,
Subway,1,The manager was very hostile and not at all helpful,2023-11-10T20:13:31.713Z,0,,43,TRUE,,,5 months ago,,,,,,,,1,,1,ChdDSUhNMG9nS0VJQ0FnSURGeDQ3RjNBRRAB,,,,,Google,,115041890575959908662,,,,,,,,,,,
Subway,5,Best Subway in Charlotte,2023-11-08T20:41:11.311Z,0,,6,FALSE,,,5 months ago,,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURGbGNiWkRREAE,,,,,Google,,109959900132915559003,,,,,,,,,,,
Subway,5,"Customer service will always be what stands out to me the most. Their sandwich artists are beyond kind, they have a contagious smile that goes a long way on a bad day. Even though there are other Subway’s closer to me I will always make to drive to go to this specific location.",2023-11-07T17:05:41.151Z,0,,13,TRUE,,,5 months ago,,Lunch,,,$1–10,,Take out,4,5,5,ChdDSUhNMG9nS0VJQ0FnSURGZ2JXVHl3RRAB,,,,,Google,,108551993813549442007,,,,,,,,,,,
Subway,5,,2023-09-28T16:12:21.390Z,0,,1,TRUE,,,6 months ago,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURacXFiR2hBRRAB,,,,,Google,,109863159968010679752,,,,,,,,,,,
Subway,3,"Sub was good but the store was too warm. Wouldn't want to eat inside, a little uncomfortable.",2023-09-27T18:17:54.246Z,0,,294,TRUE,,,6 months ago,,Dinner,Somewhat difficult to find parking,,$10–20,,Take out,3,3,4,ChZDSUhNMG9nS0VJQ0FnSURaa3ItUU93EAE,,,,,Google,,113900807242789360134,,,,,,,,,,,
Subway,3,Their quality is not as good as it was.,2023-06-20T18:12:12.529Z,0,,168,TRUE,,,10 months ago,,,,,$1–10,,,2,3,4,ChZDSUhNMG9nS0VJQ0FnSUNKLUl1cVJREAE,,,,,Google,,111728215892496943484,,,,,,,,,,,
Subway,5,The lady that work Saturday was very nice she greeted me once I got in the door. My sandwich was very good and also the store was very clean will be coming back the other subway at sardis not so good if I want a sandwich will be going back thank u again⭐️⭐️⭐️⭐️⭐️,2023-06-19T20:40:02.691Z,0,,35,FALSE,,,10 months ago,,Dinner,,,$1–10,,Dine in,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNKeU8ydC1nRRAB,,,,,Google,,101133962258667299191,,,,,,,,,,,
Subway,5,,2023-05-23T23:10:33.861Z,0,,20,FALSE,,,11 months ago,,Lunch,,,$10–20,,Take out,,,,ChZDSUhNMG9nS0VJQ0FnSUN4M2VLeVdREAE,,,,,Google,,101335308363652947842,,,,,,,,,,,
Subway,1,"GREEDY!!! Every subway I've been to accepts coupons, even locations on college campuses....except this one. Why? I asked why and the cashier said they didn't know. The sandwich already costs y'all pennies to make.
Now that I know I'll go to Harris teeter instead get a bigger sandwich and save money. And my bread tasted stale.",2023-03-16T00:28:24.305Z,1,,44,TRUE,,,a year ago,,Lunch,,,$10–20,,Take out,,,,ChdDSUhNMG9nS0VJQ0FnSURoX1pIeTJBRRAB,,,,,Google,,114288330238111416621,,,,,,,,,,,
Subway,5,Good place!,2022-11-08T12:07:46.467Z,0,,109,TRUE,,,a year ago,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMtLWUzUWRREAE,,,,,Google,,117496979472680846233,,,,,,,,,,,
Subway,5,,2022-10-31T08:12:53.749Z,0,,4,TRUE,,,a year ago,,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUMtMHJHNk5nEAE,,,,,Google,,113263315597875847936,,,,,,,,,,,
Subway,2,,2022-10-13T03:40:24.356Z,0,,164,TRUE,,,a year ago,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNlMWRpUzFRRRAB,,,,,Google,,110301108307602134963,,,,,,,,,,,
Sal's Pizza Factory,5,I try to order Sal’s at least once a month because it’s become my favorite pizza spot in Charlotte. My favorites are the large Chicken Parm Pizza and the large thick crust Sicilian with pepperoni (with added hot honey at home). The Caesar salad is always fresh and a perfect compliment to both pizzas.,2024-04-16T19:24:04.796Z,0,,5,FALSE,,,a week ago,,Dinner,Plenty of parking,,$20–30,,Take out,4,5,5,ChdDSUhNMG9nS0VJQ0FnSUNqNElfRmtnRRAB,https://lh5.googleusercontent.com/p/AF1QipOpvNftJn6-5V2ZVt2FAfhUwf6rg1iWv_g08yD_=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipNMQm0cxBmg8tPOyeqUjlNofYca_50ZgSwbQhGu=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipP9k11ZnvUGBcJoi4G4mw2oI6oeKs2BgJXrS3Dy=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipPrkVlKrWqp9o76-fhw3soDf-kbJlcVt9j9ywDq=w150-h150-k-no-p,Google,,110045419446630075039,,,,,,,,,,,
Sal's Pizza Factory,5,"Great pizza,  big slices, and the mozzarella cheese is so good along with the pizza sauce.  Very close to NY pizza when I'm visiting there.",2024-04-16T02:36:36.569Z,0,,21,FALSE,,,a week ago,,,,,,,,5,5,5,ChZDSUhNMG9nS0VJQ0FnSURENy0zWUxREAE,,,,,Google,,105706359968250113567,,,,,,,,,,,
Sal's Pizza Factory,5,They take mobile pay thankfully since I didn't realize I had forgotten my wallet until I was mostly there.,2024-04-14T02:23:07.712Z,0,,133,TRUE,,,a week ago,,,,,,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUREczZhamdBRRAB,https://lh5.googleusercontent.com/p/AF1QipODTnws9OjZzwMYk2n7ENmKalW6JlDeR5Rfn04K=w150-h150-k-no-p,https://lh5.googleusercontent.com/p/AF1QipO8yys_HHn8Naf-CJ_UOT_JtizZyoT_JrGwXW8m=w150-h150-k-no-p,,,Google,,111597024938099975154,,,,,,,,,,,
Sal's Pizza Factory,4,,2024-04-09T15:40:14.500Z,0,,53,TRUE,,,2 weeks ago,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUREcnZ5eUVREAE,,,,,Google,,109395425919943062124,,,,,,,,,,,
Sal's Pizza Factory,5,"The pizza was great and the service was really fast.  I grabbed 2 pieces to go and a drink, and I was out in just a few minutes.   I will definitely be back to try some different options on the menu.",2024-04-03T19:01:30.078Z,0,,121,TRUE,,,3 weeks ago,,Lunch,,,$1–10,,Take out,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEbjYtdjFBRRAB,,,,,Google,,114051119591216903955,,,,,,,,,,,
Sal's Pizza Factory,4,"I like the sandwiches best. Something about the quality of ingredients for the entrees and the execution kinda disappeared. Completely subjective and yes, I'll be back there.",2024-04-02T19:01:31.297Z,0,,59,TRUE,,,3 weeks ago,,,,,,,,3,3,4,ChdDSUhNMG9nS0VJQ0FnSUNENTliVXRBRRAB,,,,,Google,,103425956635942562381,,,,,,,,,,,
Sal's Pizza Factory,5,,2024-03-29T22:38:29.519Z,0,,38,TRUE,,,3 weeks ago,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNEcWZDWFdnEAE,,,,,Google,,108335656723942290066,,,,,,,,,,,
Sal's Pizza Factory,5,The best pizza in Charlotte,2024-03-27T01:17:22.235Z,0,,15,FALSE,,,4 weeks ago,,Lunch,,,$10–20,,Delivery,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUNsMkpLdVZnEAE,,,,,Google,,114464912074310371501,,,,,,,,,,,
Sal's Pizza Factory,5,The best pizza in town. Best sausage and pizza sauce ever ever!!!😍🫶🏼 I love the salad too. Everything is so good don’t miss the garlic knots 🤤,2024-03-24T05:37:21.415Z,0,,3,FALSE,,,a month ago,,Lunch,,,$10–20,,,5,5,5,ChdDSUhNMG9nS0VJQ0FnSUNEMklMWXJRRRAB,https://lh5.googleusercontent.com/p/AF1QipMbSNJqtc1Ze0Zh-SCAOqK4qlxXvVrBgMTld2nB=w150-h150-k-no-p,,,,Google,,102369120997358114731,,,,,,,,,,,
Sal's Pizza Factory,3,"Chicken tenders are good.
Garlic bread is decent
Pizza could be good but way too many toppings. You can't even pick up the slice because it flops over.  Forced to eat it with a fork and knife..... Not a pizza at that point

I did a pick up order. Service interaction was good.",2024-03-24T02:11:38.103Z,0,,36,TRUE,,,a month ago,,,,,,,,5,3,5,ChZDSUhNMG9nS0VJQ0FnSUNENkpmMk1REAE,https://lh5.googleusercontent.com/p/AF1QipNTunr4hVU5C4m_N4TJEyd0YAx1crz1kciUk_AE=w150-h150-k-no-p,,,,Google,,112998233156177053883,,,,,,,,,,,
Sal's Pizza Factory,1,Never again.,2024-03-24T01:36:46.368Z,0,,2,FALSE,,,a month ago,,Dinner,,,$10–20,,Delivery,,,,ChdDSUhNMG9nS0VJQ0FnSUNENkxYSnlRRRAB,,,,,Google,,102355806625661282739,,,,,,,,,,,
Sal's Pizza Factory,1,Do not order this for delivery. We stayed .3 miles away. After 1 hour called and they said 30 more min. This was at 4:30 pm. Worst pizza and garlic cheese bread I've ever ate and I'm 47 years old. Do not call this place for delivery.,2024-03-22T22:07:27.983Z,1,,1,FALSE,,,a month ago,,Dinner,,,$30–50,,Delivery,,,,ChdDSUhNMG9nS0VJQ0FnSUQ5djZYcW5RRRAB,,,,,Google,,102868845859438185630,,,,,,,,,,,
Sal's Pizza Factory,5,Perfect,2024-03-20T12:07:57.042Z,0,,63,TRUE,,,a month ago,,Dinner,,,$10–20,,Dine in,5,5,5,ChZDSUhNMG9nS0VJQ0FnSUQ5dzZDMlJREAE,,,,,Google,,102194025251721365173,,,,,,,,,,,
